,qasrl_id,verb_idx,verb,question,answer,answer_range,verb_form,wh,aux,subj,obj,prep,obj2,is_negated,is_passive,sentence,key
4396,Wiki1k:wikipedia:43079:57:0,6,feelings,who felt something?,Prince Qamar Al-Zaman,15:20,felt,who,_,_,something,_,_,False,,"In a typical example , expressing feelings of happiness to oneself from Night 203 , Prince Qamar Al-Zaman , standing outside the castle , wants to inform Queen Bodour of his arrival .",Wiki1k:wikipedia:43079:57:0_6
4437,Wiki1k:wikipedia:5211:82:0,25,changes,what changed?,the Scientific revolution~!~Age of Enlightenment,18:21~!~14:17,changed,what,_,_,_,_,_,False,,"In the era known as the Great Divergence , when in the West the Age of Enlightenment and the Scientific revolution brought about great societal changes , Christianity was confronted with various forms of skepticism and with certain modern political ideologies such as versions of socialism and liberalism .",Wiki1k:wikipedia:5211:82:0_25
4438,Wiki1k:wikipedia:5211:82:0,25,changes,what changed?,societal,24:25,changed,what,_,_,_,_,_,False,,"In the era known as the Great Divergence , when in the West the Age of Enlightenment and the Scientific revolution brought about great societal changes , Christianity was confronted with various forms of skepticism and with certain modern political ideologies such as versions of socialism and liberalism .",Wiki1k:wikipedia:5211:82:0_25
4476,Wiki1k:wikipedia:43079:20:1,11,introduction,who introduced something?,Malcolm C. Lyons~!~Ursula Lyons,4:7~!~8:10,introduced,who,_,_,something,_,_,False,,It is translated by Malcolm C. Lyons and Ursula Lyons with introduction and annotations by Robert Irwin .,Wiki1k:wikipedia:43079:20:1_11
4477,Wiki1k:wikipedia:43079:20:1,11,introduction,who introduced something?,Robert Irwin,15:17,introduced,who,_,_,something,_,_,False,,It is translated by Malcolm C. Lyons and Ursula Lyons with introduction and annotations by Robert Irwin .,Wiki1k:wikipedia:43079:20:1_11
4490,Wiki1k:wikipedia:37973:49:2,16,standing,where did someone stand?,Bretton Woods negotiations,8:11,stand,where,did,someone,_,_,_,False,,"Keynes 's speech at the closing of the Bretton Woods negotiations was received with a lasting standing ovation , rare in international relations , as the delegates acknowledged the scale of his achievements made despite poor health .",Wiki1k:wikipedia:37973:49:2_16
4492,Wiki1k:wikipedia:37973:49:2,16,standing,where did someone stand?,in international relations,20:23,stand,where,did,someone,_,_,_,False,,"Keynes 's speech at the closing of the Bretton Woods negotiations was received with a lasting standing ovation , rare in international relations , as the delegates acknowledged the scale of his achievements made despite poor health .",Wiki1k:wikipedia:37973:49:2_16
4539,Wiki1k:wikipedia:29778:17:0,8,patents,who patented something?,Edison,3:4,patented,who,_,_,something,_,_,False,,"Nearly all of Edison 's patents were utility patents , which were protected for a 17-year period and included inventions or processes that are electrical , mechanical , or chemical in nature .",Wiki1k:wikipedia:29778:17:0_8
4540,Wiki1k:wikipedia:29778:17:0,8,patents,what did someone patent?,utility patents,7:9,patent,what,did,someone,_,_,_,False,,"Nearly all of Edison 's patents were utility patents , which were protected for a 17-year period and included inventions or processes that are electrical , mechanical , or chemical in nature .",Wiki1k:wikipedia:29778:17:0_8
4655,Wiki1k:wikipedia:5211:1:2,20,unity,who was united?,Jesus,5:6,united,who,was,_,_,_,_,False,,"The creeds further maintain that Jesus bodily ascended into heaven , where he reigns with God the Father in the unity of the Holy Spirit , and that he will return to judge the living and the dead and grant eternal life to his followers .",Wiki1k:wikipedia:5211:1:2_20
4657,Wiki1k:wikipedia:5211:1:2,20,unity,who was united?,the Holy Spirit,22:25,united,who,was,_,_,_,_,False,,"The creeds further maintain that Jesus bodily ascended into heaven , where he reigns with God the Father in the unity of the Holy Spirit , and that he will return to judge the living and the dead and grant eternal life to his followers .",Wiki1k:wikipedia:5211:1:2_20
4707,Wiki1k:wikipedia:5211:65:0,1,presence,where was something presented?,Africa,5:6,presented,where,was,something,_,_,_,False,,"The presence of Christianity in Africa began in the middle of the 1st century in Egypt , and by the end of the 2nd century in the region around Carthage .",Wiki1k:wikipedia:5211:65:0_1
4709,Wiki1k:wikipedia:5211:65:0,1,presence,where was something presented?,in the region around Carthage,25:30,presented,where,was,something,_,_,_,False,,"The presence of Christianity in Africa began in the middle of the 1st century in Egypt , and by the end of the 2nd century in the region around Carthage .",Wiki1k:wikipedia:5211:65:0_1
4819,Wiki1k:wikipedia:7299:57:3,10,employer,who might employ someone?,the servant,4:6,employ,who,might,_,someone,_,_,False,,"Under their contract , the servant would work for an employer for a term of at least a year , while the employer agreed to pay for the servant 's voyage to the colony , possibly pay for the return to the country of origin , and pay the employee a wage as well .",Wiki1k:wikipedia:7299:57:3_10
4820,Wiki1k:wikipedia:7299:57:3,10,employer,who might employ someone?,an employer,9:11,employ,who,might,_,someone,_,_,False,,"Under their contract , the servant would work for an employer for a term of at least a year , while the employer agreed to pay for the servant 's voyage to the colony , possibly pay for the return to the country of origin , and pay the employee a wage as well .",Wiki1k:wikipedia:7299:57:3_10
4851,Wiki1k:wikipedia:7299:45:1,9,discourse,how did someone discourse?,post-colonial fiction,2:6,discourse,how,did,someone,_,_,_,False,,"Writers of post-colonial fiction interact with the traditional colonial discourse , but modify or subvert it ; for instance by retelling a familiar story from the perspective of an oppressed minor character in the story .",Wiki1k:wikipedia:7299:45:1_9
4852,Wiki1k:wikipedia:7299:45:1,9,discourse,how did someone discourse?,the traditional colonial discourse,8:12,discourse,how,did,someone,_,_,_,False,,"Writers of post-colonial fiction interact with the traditional colonial discourse , but modify or subvert it ; for instance by retelling a familiar story from the perspective of an oppressed minor character in the story .",Wiki1k:wikipedia:7299:45:1_9
4989,Wiki1k:wikipedia:864:10:1,24,exhibition,where was something exhibited?,West Coast gallery,21:24,exhibited,where,was,something,_,_,_,False,,"He held exhibitions at the Hugo Gallery and the Bodley Gallery in New York City ; in California , his first West Coast gallery exhibition was on July 9 , 1962 , in the Ferus Gallery of Los Angeles .",Wiki1k:wikipedia:864:10:1_24
4991,Wiki1k:wikipedia:864:10:1,24,exhibition,where was something exhibited?,the Ferus Gallery of Los Angeles,33:39,exhibited,where,was,something,_,_,_,False,,"He held exhibitions at the Hugo Gallery and the Bodley Gallery in New York City ; in California , his first West Coast gallery exhibition was on July 9 , 1962 , in the Ferus Gallery of Los Angeles .",Wiki1k:wikipedia:864:10:1_24
5122,Wiki1k:wikipedia:7960202:49:0,30,peace,where was someone pacified?,Jerusalem,2:3,pacified,where,was,someone,_,_,_,False,,"Speaking in Jerusalem on 26 August 2008 , then United States Secretary of State Condoleezza Rice criticized Israel 's increased settlement construction in the West Bank as detrimental to the peace process .",Wiki1k:wikipedia:7960202:49:0_30
5125,Wiki1k:wikipedia:7960202:49:0,30,peace,where was someone pacified?,West Bank,24:26,pacified,where,was,someone,_,_,_,False,,"Speaking in Jerusalem on 26 August 2008 , then United States Secretary of State Condoleezza Rice criticized Israel 's increased settlement construction in the West Bank as detrimental to the peace process .",Wiki1k:wikipedia:7960202:49:0_30
5205,Wiki1k:wikipedia:77423:21:0,31,painting,who painted?,he~!~Juan de Pareja,1:2~!~13:16,painted,who,_,_,_,_,_,False,,"When he set out in 1649 , he was accompanied by his assistant Juan de Pareja who at this point in time was a slave and who had been trained in painting by Velázquez .",Wiki1k:wikipedia:77423:21:0_31
5206,Wiki1k:wikipedia:77423:21:0,31,painting,who painted?,Velázquez,33:34,painted,who,_,_,_,_,_,False,,"When he set out in 1649 , he was accompanied by his assistant Juan de Pareja who at this point in time was a slave and who had been trained in painting by Velázquez .",Wiki1k:wikipedia:77423:21:0_31
